文件	行号	形态	原片段	修复后
02_cosmic-ray-origins/0012_gabici-2019/literature_analysis/99_final_summary.md	14	supsub	²	$^{2}$
02_cosmic-ray-origins/0012_gabici-2019/literature_analysis/99_final_summary.md	60	isotope	⁶⁰Fe	$^{60}{\rm Fe}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/03_open_questions.md	462	skip	±²	²
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/03_open_questions.md	462	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/03_open_questions.md	462	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/03_open_questions.md	463	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/03_open_questions.md	469	supsub	³	$^{3}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	30	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	60	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	66	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	170	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	172	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	296	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	296	supsub	²	$^{2}$
02_cosmic-ray-origins/0014_alvesbatista-2019/literature_analysis/04_conclusions_and_perspectives.md	344	supsub	²	$^{2}$
02_cosmic-ray-origins/0015_telescope-array-2023/literature_analysis/05_conclusions.md	39	supsub	¹⁹	$^{19}$
02_cosmic-ray-origins/0015_telescope-array-2023/literature_analysis/98_vocabulary.md	26	supsub	⁷	$^{7}$
02_cosmic-ray-origins/0015_telescope-array-2023/literature_analysis/98_vocabulary.md	35	supsub	¹⁸	$^{18}$
02_cosmic-ray-origins/0015_telescope-array-2023/literature_analysis/98_vocabulary.md	36	supsub	¹⁸	$^{18}$
02_cosmic-ray-origins/0015_telescope-array-2023/literature_analysis/98_vocabulary.md	41	supsub	₈₀₀	$_{800}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	52	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	105	supsub	²³⁵	$^{235}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	105	supsub	²³⁸	$^{238}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	123	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	136	supsub	⁴	$^{4}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	137	supsub	³	$^{3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	138	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	140	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	151	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	154	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/00_overview.md	168	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	44	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	44	supsub	⁹⁸	$^{98}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	66	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	66	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	93	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	120	supsub	⁴	$^{4}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	121	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	121	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	121	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	125	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	126	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	128	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/01_introduction.md	175	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	17	supsub	⁴	$^{4}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	69	supsub	⁶	$^{6}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	75	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	75	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	75	supsub	⁷⁶	$^{76}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	75	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	99	supsub	³	$^{3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	117	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	124	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	129	supsub	¹⁴⁷	$^{147}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	130	supsub	¹⁴⁷	$^{147}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	151	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	153	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	153	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	153	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	153	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸²	$^{82}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸²	$^{82}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸¹	$^{81}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	154	supsub	⁸¹	$^{81}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	156	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	160	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	164	supsub	⁷⁸	$^{78}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	165	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	172	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	173	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	188	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	194	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	194	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/02_physical_processes.md	194	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	25	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	34	supsub	³	$^{3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	¹³	$^{13}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	¹⁵	$^{15}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	43	supsub	²³	$^{23}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	44	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	44	supsub	¹⁵	$^{15}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	51	supsub	²⁴	$^{24}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	²⁴	$^{24}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	¹⁶	$^{16}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	53	supsub	²⁴	$^{24}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	58	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	58	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	58	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	58	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	60	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	60	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	61	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	61	supsub	¹³	$^{13}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	61	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	61	supsub	¹⁵	$^{15}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	62	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	62	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	62	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	63	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	70	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁵⁴	$^{54}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁵⁸	$^{58}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁶⁰	$^{60}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁵²	$^{52}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	71	supsub	⁵⁵	$^{55}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	72	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	²³	$^{23}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	²⁵	$^{25}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	²⁶	$^{26}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	²⁷	$^{27}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	²⁹	$^{29}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁰	$^{30}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³¹	$^{31}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³³	$^{33}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁴	$^{34}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁵	$^{35}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁷	$^{37}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁶	$^{36}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁸	$^{38}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	³⁹	$^{39}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴¹	$^{41}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁰	$^{40}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴²	$^{42}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴³	$^{43}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁴	$^{44}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁵	$^{45}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁶	$^{46}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁷	$^{47}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁴⁸	$^{48}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵⁰	$^{50}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵¹	$^{51}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵⁰	$^{50}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵²	$^{52}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵³	$^{53}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵⁴	$^{54}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	88	supsub	⁵⁵	$^{55}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	89	supsub	⁴⁵	$^{45}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	98	supsub	¹²	$^{12}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	98	supsub	²⁰	$^{20}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	107	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	107	supsub	⁸²	$^{82}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	107	supsub	⁸⁰	$^{80}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	107	supsub	⁸²	$^{82}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	107	supsub	⁸³	$^{83}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	116	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	117	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	133	supsub	⁵⁶	$^{56}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	133	supsub	⁵⁹	$^{59}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	133	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	134	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	135	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	144	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_figures.md	144	supsub	²⁵⁴	$^{254}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	22	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	44	supsub	⁻³	$^{-3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	44	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	49	supsub	³	$^{3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	49	supsub	⁻³	$^{-3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	49	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	56	supsub	³	$^{3}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	56	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	63	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	63	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	71	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	90	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	100	supsub	⁺	$^{+}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	102	supsub	²	$^{2}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	107	supsub	⁺	$^{+}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	108	supsub	⁻	$^{-}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	109	supsub	⁺	$^{+}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	109	supsub	⁺	^{+}
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	129	supsub	⁺	^{+}
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	129	supsub	⁺	^{+}
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	138	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	138	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	144	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	147	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	149	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	150	supsub	⁻¹	$^{-1}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	155	supsub	¹⁴	$^{14}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	157	supsub	⁺	^{+}
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	¹⁹	$^{19}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²³	$^{23}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁴	$^{24}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁵	$^{25}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁶	$^{26}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁷	$^{27}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁸	$^{28}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	²⁹	$^{29}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	158	supsub	³⁰	$^{30}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	185	supsub	²⁸	$^{28}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	187	supsub	²⁴	$^{24}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	188	supsub	²⁸	$^{28}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	189	supsub	³²	$^{32}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	190	supsub	³⁶	$^{36}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	191	supsub	⁴⁰	$^{40}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	192	supsub	⁴⁴	$^{44}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	193	supsub	⁴⁸	$^{48}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	222	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	222	supsub	⁹⁹	$^{99}$
03_stellar-nucleosynthesis/0001_b2fh-1957/literature_analysis/03_hydrogen_helium_alpha_burning.md	231	supsub	²⁰	$^{20}$
