文件	行号	形态	原片段	修复后
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	21	form2	$\delta$²_ℓ	$\delta^{2}_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	25	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	35	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	37	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	45	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	45	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	45	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	67	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	130	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/05_lab_vs_stellar_rates.md	146	form2	$\delta$_ℓ	$\delta_{\rm ℓ}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/06_rp_process.md	120	form1	7.2 × $10^{5}$	$7.2\times10^{5}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/06_rp_process.md	165	form1	7.2 × $10^{5}$	$7.2\times10^{5}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/08_network_calculations.md	27	form2	$\lambda$_i	$\lambda_{\rm i}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/08_network_calculations.md	101	form2	$\tau$_SiP	$\tau_{\rm SiP}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/08_network_calculations.md	101	form2	$\tau$_$^{31}{\rm S}$	$\tau_{^{31}{\rm S}}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	34	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	34	form2	$\Gamma$_p	$\Gamma_{\rm p}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	34	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	47	form2	$\pi$²	$\pi^{2}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	50	form2	$\Gamma$_a	$\Gamma_{\rm a}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	50	form2	$\Gamma$_b	$\Gamma_{\rm b}$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/98_vocabulary.md	57	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/99_final_summary.md	36	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/99_final_summary.md	77	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0005_champagne-wiescher-1992/literature_analysis/99_final_summary.md	160	form2	$\Gamma$_$\gamma$	$\Gamma_\gamma$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/01_analysis.md	117	form1	1.2505 × $10^{9}$	$1.2505\times10^{9}$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/01_analysis.md	129	form1	1.42 × $10^{-4}$	$1.42\times10^{-4}$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/01_analysis.md	133	form1	2 × $10^{-5}$	$2\times10^{-5}$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/01_analysis.md	133	form1	2 × $10^{-5}$	$2\times10^{-5}$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/01_analysis.md	137	form1	5 × $10^{-5}$	$5\times10^{-5}$
03_stellar-nucleosynthesis/0006_anders-grevesse/literature_analysis/99_final_summary.md	98	form1	3.4 × $10^{-5}$	$3.4\times10^{-5}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/02_abundance_selection.md	268	form1	0.39 × $10^{-5}$	$0.39\times10^{-5}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/02_abundance_selection.md	269	form1	0.05 × $10^{-4}$	$0.05\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/03_condensation_methods.md	87	form1	5.0 × $10^{-4}$	$5.0\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/03_condensation_methods.md	87	form1	9.2 × $10^{-4}$	$9.2\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/09_figures_and_tables.md	193	form2	$fO_{2}$^0.5	$fO_{2}^{0.5}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/09_figures_and_tables.md	195	form2	$fO_{2}$^1.5	$fO_{2}^{1.5}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/09_figures_and_tables.md	196	form2	$fO_{2}$^0.5	$fO_{2}^{0.5}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/98_vocabulary.md	25	form1	~5×$10^{-4}$	$~5\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/98_vocabulary.md	93	form1	5.0 × $10^{-4}$	$5.0\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/98_vocabulary.md	93	form1	9.2 × $10^{-4}$	$9.2\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/98_vocabulary.md	97	form1	5.0 × $10^{-4}$	$5.0\times10^{-4}$
03_stellar-nucleosynthesis/0008_lodders-2003/literature_analysis/98_vocabulary.md	97	form1	9.2 × $10^{-4}$	$9.2\times10^{-4}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	126	form2	$\epsilon$_H	$\epsilon_{\rm H}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	127	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	129	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	164	form2	$\sigma$_stat²	$\sigma_{\rm stat2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	164	form2	$\sigma$_syst²	$\sigma_{\rm syst2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/00_overview.md	164	form2	$\sigma$_stat	$\sigma_{\rm stat}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/02_ingredients.md	102	form2	$\sigma$_stat²	$\sigma_{\rm stat2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/02_ingredients.md	102	form2	$\sigma$_syst²	$\sigma_{\rm syst2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/02_ingredients.md	102	form2	$\sigma$_stat	$\sigma_{\rm stat}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	10	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	10	form2	$\epsilon$_H	$\epsilon_{\rm H}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	21	form2	$\epsilon$_Li	$\epsilon_{\rm Li}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	28	form2	$\epsilon$_Be	$\epsilon_{\rm Be}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	34	form2	$\epsilon$_B	$\epsilon_{\rm B}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	43	form2	$\epsilon$_C	$\epsilon_{\rm C}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	48	form2	$\epsilon$_C	$\epsilon_{\rm C}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	73	form2	$\epsilon$_N	$\epsilon_{\rm N}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	77	form2	$\epsilon$_N	$\epsilon_{\rm N}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	97	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	116	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	120	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	128	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/03_light_elements.md	133	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	21	form2	$\epsilon$_Na	$\epsilon_{\rm Na}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	27	form2	$\epsilon$_Mg	$\epsilon_{\rm Mg}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	33	form2	$\epsilon$_Al	$\epsilon_{\rm Al}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	39	form2	$\epsilon$_Si	$\epsilon_{\rm Si}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	59	form2	$\epsilon$_K	$\epsilon_{\rm K}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	64	form2	$\epsilon$_Ca	$\epsilon_{\rm Ca}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	73	form2	$\epsilon$_Sc	$\epsilon_{\rm Sc}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	82	form2	$\epsilon$_Ti	$\epsilon_{\rm Ti}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	88	form2	$\epsilon$_V	$\epsilon_{\rm V}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	89	form2	$\epsilon$_V	$\epsilon_{\rm V}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	96	form2	$\epsilon$_Cr	$\epsilon_{\rm Cr}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	101	form2	$\epsilon$_Mn	$\epsilon_{\rm Mn}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	112	form2	$\epsilon$_Fe	$\epsilon_{\rm Fe}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	119	form2	$\epsilon$_Co	$\epsilon_{\rm Co}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/04_intermediate_ironpeak.md	124	form2	$\epsilon$_Ni	$\epsilon_{\rm Ni}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	16	form2	$\chi$_exc	$\chi_{\rm exc}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	52	form2	$\epsilon$_F	$\epsilon_{\rm F}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	55	form2	$\epsilon$_In	$\epsilon_{\rm In}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	64	form2	$\Gamma$₁	$\Gamma_{1}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	64	form2	$\Gamma$₁	$\Gamma_{1}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	66	form2	$\epsilon$_He	$\epsilon_{\rm He}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	73	form2	$\chi$_ion	$\chi_{\rm ion}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	74	form2	$\chi$_ion	$\chi_{\rm ion}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	78	form2	$\epsilon$_Ne	$\epsilon_{\rm Ne}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	87	form2	$\epsilon$_Ar	$\epsilon_{\rm Ar}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	93	form2	$\epsilon$_Kr	$\epsilon_{\rm Kr}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	98	form2	$\chi$_ion	$\chi_{\rm ion}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/05_heavy_and_indirect.md	99	form2	$\epsilon$_Xe	$\epsilon_{\rm Xe}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/06_cross_checks.md	19	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/06_cross_checks.md	19	form2	$\epsilon$_Si	$\epsilon_{\rm Si}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/06_cross_checks.md	104	form1	5×$10^{6}$	$5\times10^{6}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	12	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	17	form2	$\epsilon$_AGSS09	$\epsilon_{\rm AGSS09}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	53	form2	$\epsilon$_C	$\epsilon_{\rm C}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	136	form2	$\tau$_500nm	$\tau_{\rm 500nm}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	223	form2	$\epsilon$_ph	$\epsilon_{\rm ph}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/07_figures_tables.md	223	form2	$\epsilon$_met	$\epsilon_{\rm met}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/08_systematics_and_uncertainties.md	17	form2	$\sigma$_stat²	$\sigma_{\rm stat2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/08_systematics_and_uncertainties.md	17	form2	$\sigma$_syst²	$\sigma_{\rm syst2}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/08_systematics_and_uncertainties.md	17	form2	$\sigma$_stat	$\sigma_{\rm stat}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/08_systematics_and_uncertainties.md	73	form2	$\epsilon$_Si	$\epsilon_{\rm Si}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/98_vocabulary.md	26	form2	$\epsilon$_H	$\epsilon_{\rm H}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/98_vocabulary.md	26	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/98_vocabulary.md	41	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/98_vocabulary.md	72	form2	$\Gamma$₁	$\Gamma_{1}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	22	form2	$\Gamma$₁	$\Gamma_{1}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	28	form2	$\epsilon$_C	$\epsilon_{\rm C}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	29	form2	$\epsilon$_N	$\epsilon_{\rm N}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	30	form2	$\epsilon$_O	$\epsilon_{\rm O}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	31	form2	$\epsilon$_Ne	$\epsilon_{\rm Ne}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	32	form2	$\epsilon$_Fe	$\epsilon_{\rm Fe}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	33	form2	$\epsilon$_Si	$\epsilon_{\rm Si}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	45	form2	$\Gamma$₁	$\Gamma_{1}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	59	form2	$\epsilon$_C	$\epsilon_{\rm C}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	67	form2	$\epsilon$_Fe	$\epsilon_{\rm Fe}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	71	form2	$\epsilon$_Si	$\epsilon_{\rm Si}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	71	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0009_asplund-2009-solar-composition/literature_analysis/99_final_summary.md	141	form2	$\epsilon$_X	$\epsilon_{\rm X}$
03_stellar-nucleosynthesis/0010_gies-lambert-1992/literature_analysis/00_overview.md	99	form2	$\epsilon$^$\beta$	$\epsilon^\beta$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	212	form1	5 × $10^{6}$	$5\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	212	form1	3 × $10^{8}$	$3\times10^{8}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	309	form1	6 × $10^{6}$	$6\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	309	form1	6 × $10^{7}$	$6\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	5×$10^{6}$	$5\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	1×$10^{7}$	$1\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	2×$10^{7}$	$2\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	4×$10^{7}$	$4\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	8×$10^{7}$	$8\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	1.5×$10^{8}$	$1.5\times10^{8}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	334	form1	3×$10^{8}$	$3\times10^{8}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	391	form1	2.5 × $10^{39}$	$2.5\times10^{39}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	392	form1	3.3 × $10^{38}$	$3.3\times10^{38}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	393	form1	9.8 × $10^{40}$	$9.8\times10^{40}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	499	form1	5 × $10^{6}$	$5\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	499	form1	3 × $10^{8}$	$3\times10^{8}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/01_analysis.md	568	form1	1 × $10^{-15}$	$1\times10^{-15}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/98_vocabulary.md	118	form1	6 × $10^{6}$	$6\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/98_vocabulary.md	118	form1	6 × $10^{7}$	$6\times10^{7}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/98_vocabulary.md	124	form1	6×$10^{6}$	$6\times10^{6}$
03_stellar-nucleosynthesis/0011_kewley-2001-starburst/literature_analysis/98_vocabulary.md	124	form1	6×$10^{7}$	$6\times10^{7}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	276	form2	$\sigma$_SB	$\sigma_{\rm SB}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	277	form1	5.6704 × $10^{-5}$	$5.6704\times10^{-5}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	277	form2	$\sigma$_SB	$\sigma_{\rm SB}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	507	form1	5.6704 × $10^{-5}$	$5.6704\times10^{-5}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	507	form2	$\sigma$_SB	$\sigma_{\rm SB}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	507	form2	$\sigma$_SB	$\sigma_{\rm SB}$
03_stellar-nucleosynthesis/0012_dieterich-2014-h-burning-limit/literature_analysis/01_analysis.md	508	form2	$\sigma$_SB	$\sigma_{\rm SB}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	143	form1	4.5×$10^{13}$	$4.5\times10^{13}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	143	form1	4.5×$10^{10}$	$4.5\times10^{10}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	144	form1	2×$10^{11}$	$2\times10^{11}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	146	form1	6.3×$10^{-24}$	$6.3\times10^{-24}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	148	form1	3×$10^{-24}$	$3\times10^{-24}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	149	form1	≈1.2×$10^{-10}$	$≈1.2\times10^{-10}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	151	form1	2×$10^{6}$	$2\times10^{6}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	152	form2	$\Omega$_b	$\Omega_{\rm b}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	153	form2	$\Omega$_b	$\Omega_{\rm b}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/00_overview.md	154	form2	$\Omega$_b	$\Omega_{\rm b}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/02_prehistory.md	55	form1	3.09×$10^{16}$	$3.09\times10^{16}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/02_prehistory.md	79	form1	6.3×$10^{-24}$	$6.3\times10^{-24}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/02_prehistory.md	82	form1	3×$10^{-24}$	$3\times10^{-24}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/02_prehistory.md	97	form2	$\sigma$_v	$\sigma_{\rm v}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	27	form2	$\rho$_g	$\rho_{\rm g}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	27	form2	$\rho$_u	$\rho_{\rm u}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	27	form2	$\rho$_g	$\rho_{\rm g}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	27	form2	$\rho$_u	$\rho_{\rm u}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	33	form1	2×$10^{6}$	$2\times10^{6}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	36	form1	4.5×$10^{13}$	$4.5\times10^{13}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	37	form1	4.5×$10^{10}$	$4.5\times10^{10}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	38	form1	8.5×$10^{7}$	$8.5\times10^{7}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	57	form1	2×$10^{11}$	$2\times10^{11}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	72	form1	5×$10^{8}$	$5\times10^{8}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	100	form1	2×$10^{6}$	$2\times10^{6}$
03_stellar-nucleosynthesis/0013_bertone-hooper-2018/literature_analysis/03_galaxy_clusters.md	102	form1	4.5×$10^{10}$	$4.5\times10^{10}$
